Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
NAS,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29317.103668043565,28953.896331956435,29498.707336087125,28772.292663912875,SEP26,SEP26,2026-09-11,2026-09-18,29135.5,29371.21580888187,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;OCT26=SERIES_FORWARD_CLUSTER;MAR27=ATM_PREMIUM_BALANCE;DEC26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY,SEP26=29135.5;DEC29=29545.925;OCT26=30147.1875;MAR27=34000;DEC26=30168;NOV26=31739.9375;JUN27=22945.25;DEC28=19739;DEC27=20866.75,JUN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION;DEC30=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,5,1267,0.0,NONE,4817,4811,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.50,2026-09-10
NAS,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29317.103668043565,28953.896331956435,29498.707336087125,28772.292663912875,SEP26,SEP26,2026-09-11,2026-09-18,29135.5,29371.21580888187,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;OCT26=SERIES_FORWARD_CLUSTER;MAR27=ATM_PREMIUM_BALANCE;DEC26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY,SEP26=29135.5;DEC29=29545.925;OCT26=30147.1875;MAR27=34000;DEC26=30168;NOV26=31739.9375;JUN27=22945.25;DEC28=19739;DEC27=20866.75,JUN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION;DEC30=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,5,1267,0.0,NONE,4817,4811,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.50,2026-09-10
NAS,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29317.103668043565,28953.896331956435,29498.707336087125,28772.292663912875,SEP26,SEP26,2026-09-11,2026-09-18,29135.5,29371.21580888187,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;OCT26=SERIES_FORWARD_CLUSTER;MAR27=ATM_PREMIUM_BALANCE;DEC26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY,SEP26=29135.5;DEC29=29545.925;OCT26=30147.1875;MAR27=34000;DEC26=30168;NOV26=31739.9375;JUN27=22945.25;DEC28=19739;DEC27=20866.75,JUN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION;DEC30=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,5,1267,0.0,NONE,4817,4811,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.50,2026-09-10
NAS,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29317.103668043565,28953.896331956435,29498.707336087125,28772.292663912875,SEP26,SEP26,2026-09-11,2026-09-18,29135.5,29371.21580888187,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;OCT26=SERIES_FORWARD_CLUSTER;MAR27=ATM_PREMIUM_BALANCE;DEC26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY,SEP26=29135.5;DEC29=29545.925;OCT26=30147.1875;MAR27=34000;DEC26=30168;NOV26=31739.9375;JUN27=22945.25;DEC28=19739;DEC27=20866.75,JUN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION;DEC30=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,5,1267,0.0,NONE,4817,4811,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.50,2026-09-10
NAS,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29317.103668043565,28953.896331956435,29498.707336087125,28772.292663912875,SEP26,SEP26,2026-09-11,2026-09-18,29135.5,29371.21580888187,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;OCT26=SERIES_FORWARD_CLUSTER;MAR27=ATM_PREMIUM_BALANCE;DEC26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY,SEP26=29135.5;DEC29=29545.925;OCT26=30147.1875;MAR27=34000;DEC26=30168;NOV26=31739.9375;JUN27=22945.25;DEC28=19739;DEC27=20866.75,JUN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION;DEC30=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,5,1267,0.0,NONE,4817,4811,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.50,2026-09-10
NAS,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29317.103668043565,28953.896331956435,29498.707336087125,28772.292663912875,SEP26,SEP26,2026-09-11,2026-09-18,29135.5,29371.21580888187,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;OCT26=SERIES_FORWARD_CLUSTER;MAR27=ATM_PREMIUM_BALANCE;DEC26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY,SEP26=29135.5;DEC29=29545.925;OCT26=30147.1875;MAR27=34000;DEC26=30168;NOV26=31739.9375;JUN27=22945.25;DEC28=19739;DEC27=20866.75,JUN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION;DEC30=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,5,1267,0.0,NONE,4817,4811,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.50,2026-09-10
NAS,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29317.103668043565,28953.896331956435,29498.707336087125,28772.292663912875,SEP26,SEP26,2026-09-11,2026-09-18,29135.5,29371.21580888187,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;OCT26=SERIES_FORWARD_CLUSTER;MAR27=ATM_PREMIUM_BALANCE;DEC26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY,SEP26=29135.5;DEC29=29545.925;OCT26=30147.1875;MAR27=34000;DEC26=30168;NOV26=31739.9375;JUN27=22945.25;DEC28=19739;DEC27=20866.75,JUN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION;DEC30=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,5,1267,0.0,NONE,4817,4811,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.50,2026-09-10
NAS,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29317.103668043565,28953.896331956435,29498.707336087125,28772.292663912875,SEP26,SEP26,2026-09-11,2026-09-18,29135.5,29371.21580888187,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;OCT26=SERIES_FORWARD_CLUSTER;MAR27=ATM_PREMIUM_BALANCE;DEC26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY,SEP26=29135.5;DEC29=29545.925;OCT26=30147.1875;MAR27=34000;DEC26=30168;NOV26=31739.9375;JUN27=22945.25;DEC28=19739;DEC27=20866.75,JUN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION;DEC30=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,5,1267,0.0,NONE,4817,4811,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.50,2026-09-10
NAS,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29317.103668043565,28953.896331956435,29498.707336087125,28772.292663912875,SEP26,SEP26,2026-09-11,2026-09-18,29135.5,29371.21580888187,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;OCT26=SERIES_FORWARD_CLUSTER;MAR27=ATM_PREMIUM_BALANCE;DEC26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY,SEP26=29135.5;DEC29=29545.925;OCT26=30147.1875;MAR27=34000;DEC26=30168;NOV26=31739.9375;JUN27=22945.25;DEC28=19739;DEC27=20866.75,JUN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION;DEC30=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,5,1267,0.0,NONE,4817,4811,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.50,2026-09-10
NAS,14500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29317.103668043565,28953.896331956435,29498.707336087125,28772.292663912875,SEP26,SEP26,2026-09-11,2026-09-18,29135.5,29371.21580888187,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;OCT26=SERIES_FORWARD_CLUSTER;MAR27=ATM_PREMIUM_BALANCE;DEC26=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUN29=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY,SEP26=29135.5;DEC29=29545.925;OCT26=30147.1875;MAR27=34000;DEC26=30168;NOV26=31739.9375;JUN27=22945.25;DEC28=19739;DEC27=20866.75,JUN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JUN29=GLOBAL_REFERENCE_NO_OBSERVATION;DEC30=GLOBAL_REFERENCE_NO_OBSERVATION,WEIGHTED_ATM,2026-09-18,5,1267,0.0,NONE,4817,4811,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.50,2026-09-10
